ANO,PAIS,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
2015,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,YNDEXA TECNOLOGIA E INFORMACAO LTDA ME,1.0
2015,BRASIL,870 - LITERATURAS LATINAS E ITALIANAS,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,1.0
2015,BRASIL,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA ILUMINURAS LTDA,1.0
2015,BRASIL,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA OBJETIVA LTDA,1.0
2015,BRASIL,870 - LITERATURAS LATINAS E ITALIANAS,MARES TIZZOT EDITORA LTDA,1.0
2015,BRASIL,870 - LITERATURAS LATINAS E ITALIANAS,UNIVERSIDADE ESTADUAL DE CAMPINAS,3.0
2015,BRASIL,870 - LITERATURAS LATINAS E ITALIANAS,VIVEIROS DE CASTRO EDITORA LTDA,1.0
2015,BRASIL,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,ATELIE EDITORIAL LTDA-ME,1.0
2015,BRASIL,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,COSAC & NAIFY EDICOES LTDA,1.0
2015,BRASIL,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDIPRO EDICOES PROFISSIONAIS LTDA,1.0
2015,BRASIL,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORA 34 LTDA,1.0
2015,BRASIL,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORA FUNDACAO PEIROPOLIS LTDA,1.0
2015,BRASIL,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORA LAMINA LTDA,1.0
2015,BRASIL,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORA MARTIN CLARET LTDA,3.0
2015,BRASIL,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,ODYSSEUS EDITORA LTDA,4.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,2AB EDITORIAL LTDA,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ALAUDE EDITORIAL LTDA,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ANDREA APARECIDA SANTINHO DOMINGOS,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ANTIGA E MISTICA ORDEM ROSAE CRUCIS - AMORC GRANDE,6.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ATELIE EDITORIAL LTDA-ME,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,BECO DO AZOUGUE EDITORIAL LTDA,4.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,CAMILO IRINEU QUARTAROLLO,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,CASA DA PALAVRA PRODUCAO EDITORIAL LTDA - ME,5.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,CDG EDICOES E PUBLICACOES LTDA,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,COSAC & NAIFY EDICOES LTDA,17.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,DANIELA MARTINS SCHULKE,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,DARKSIDE ENTRETENIMENTO LTDA. - ME,6.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,DENISE HAZANA CARVALHO ME,12.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,DIAMANTINO FERREIRA LUIS - ME,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,DIFUSAO CULTURAL DO LIVRO LTDA,3.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,DVS EDITORA LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDDE EDITORA LTDA-ME,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDICOES DE JANEIRO LTDA,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA 34 LTDA,6.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA ALEPH LTDA,12.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA ARQUEIRO LTDA,10.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA CARAMBAIA EIRELI - EPP,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA COLECIONAR LTDA,7.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA ESTACAO LIBERDADE LTDA,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA EUROPA LTDA,5.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA FUNDACAO PEIROPOLIS LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA GENTE LIVRARIA E EDITORA LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA INTRINSECA,3.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA ITHALA LADA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA LAFONTE LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA LIBER LIVRO EIRELI - EPP,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA MARTIN CLARET LTDA,6.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA OBJETIVA LTDA,20.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA ORIGINAL LTDA-EPP,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA PEQUENA ZAHAR LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA PERSPECTIVA S/A,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA PRISMAS LTDA ME,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA PULO DO GATO LTDA,6.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA SCHWARCZ,5.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA TECMEDD LTDA,10.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA WMF MARTINS FONTES,60.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ELIZABETH APARECIDA BEZERRA 31117742873,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ERIKA PESSANHA FIGUEIRA,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ESTUDIO DA CAROCHINHA PRODUCAO EDITORIAL LTDA - EPP,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,FRASE E EFEITO ESTUDIO EDITORIAL LTDA,3.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,FRATERNIDADE EDITORA LTDA ME,6.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,GERACAO EDITORIAL,4.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,26.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SM,37.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,HERBONATURAL DO BRASIL LTDA ME,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,IBIS LIBRIS EDITORES LTDA,4.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,INSTITUTO DA EVOLUCAO INDIVIDUAL SOLARIS LTDA,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,JUNTA DE SERV. GERAIS DE COMEDORES COMPUL. ANON-BR,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,"KROLL, TUDREY E YACUBIAN LTDA",1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,LABAREDA EDITORA E DISTRIBUIDORA LTDA.,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,LIBER EDICOES DIDATICAS LTDA ME,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,LRV EDICOES LTDA-ME,3.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,LUCIANO RAMOS MENDES 05033337947,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,MARTINS EDITORA LIVRARIA LTDA,51.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,MOJO BOOKS EDITORA LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,NILS GORAN SKARE - ME,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,NOOVHA AMERICA EDITORA DISTRIBUIDORA DE LIVROS LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ORGANO GRAMA PRODUCAO EDITORIAL E CULTURAL LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,OSWALDO FORTINI MARTINS TEIXEIRA 33394148668,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,PAULO SERGIO CORREIA DE MOURA 05459489679,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,PETIT EDITORA E DISTRIBUIDORA LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,PRI PRIMAVERA EDITORIAL LTDA,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,PUBLIFOLHA EDITORA LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,RODA VIVA EDITORA LTDA-ME,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,3.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,"SJT SAUDE, EDUCACAO, CULTURA E EDITORA LTDA-EPP",3.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,SOPA DE LETRINHAS EDITORA E PRODUTORA LTDA.,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,TAMBOR GESTAO DE NEGOCIOS LTDA,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,TEXTO EDITORES LTDA,23.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,TOMO EDITORIAL LTDA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDADE ESTADUAL DE CAMPINAS,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),5.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDADE FEDERAL DE MINAS GERAIS,2.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,WAGNER JOSE DA SILVA PAIVA,1.0
2015,BRASIL,890 - LITERATURAS DE OTRAS LENGUAS,ZOUK EDITORA E DISTRIBUIDORA LTDA,1.0
2015,CHILE,080 - COLECCIONES GENERALES,"ESPINOZA BADILLA, JACQUELINE ELENA - CREA EDITORES",1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,ACTIVIDADES DE EDICION ALDO ANDRES ASTETE CUADRA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - AUSTROBOREA EDITORES,1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,"ARREDONDO BRAVO, ANA MARIA",1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,CEIBO EDICIONES LTDA.,2.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES METALES PESADOS,1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES UNIVERSIDAD DIEGO PORTALES,1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ZIG-ZAG,4.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL HUEDERS LIMITADA,4.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL IDUNN LTDA.,1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL LIBROSDEMENTIRA LTDA.,1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,"ESPINOZA BADILLA, JACQUELINE ELENA - CREA EDITORES",3.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,LIBERALIA EDICIONES LIMITADA,7.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,LOM EDICIONES,2.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,MARIA EUGENIA LORENZINI PIZARRO EDITORIAL E.I.R.L. - EDITORIAL FORJA,1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,MONTACERDOS EDICIONES LTDA.,2.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,PEHUEN EDITORES S.A.,1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,"SANTIBANEZ GOMEZ, ISABEL",1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,SOL Y LUNA LIBROS,1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,TAJAMAR EDITORES LIMITADA,1.0
2015,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,TERRITORIO ESCRITO SPA,3.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ARBOL BRICOLAGE S.A.,1.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,DAS KAPITAL EDICIONES LIMITADA,1.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDICIONES UNIVERSIDAD DIEGO PORTALES,4.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ZIG-ZAG,2.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL CLAUDIA ANDREA APABLAZA VALENZUELA E.I.R.L. - LOS LIBROS DE LA MUJER ROTA,1.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL HUEDERS LIMITADA,3.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"ESPINOZA BADILLA, JACQUELINE ELENA - CREA EDITORES",6.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,MARIA EUGENIA LORENZINI PIZARRO EDITORIAL E.I.R.L. - EDITORIAL FORJA,1.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,TAJAMAR EDITORES LIMITADA,1.0
2015,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,UNIVERSITARIA S.A,1.0
2015,CHILE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,CECILIA ALEJANDRA BETTONI PIDDO - CATALOGO LIBROS,1.0
2015,CHILE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,"GONZALEZ SEPULVEDA, MARIA CAROLINA",1.0
2015,CHILE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,LOM EDICIONES,1.0
2015,CHILE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,LOS PERROS ROMANTICOS,1.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,CECILIA ALEJANDRA BETTONI PIDDO - CATALOGO LIBROS,1.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,"DE SANTOS ARAYA, ANTONIO",1.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDICIONES UNIVERSIDAD DE VALPARAISO,1.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDICIONES UNIVERSIDAD DIEGO PORTALES,1.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDICOLA,2.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA ZIG-ZAG,10.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL HUEDERS LIMITADA,1.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,LOM EDICIONES,3.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,MUSEO DE LA MEMORIA Y LOS DERECHOS HUMANOS,1.0
2015,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,TAJAMAR EDITORES LIMITADA,1.0
2015,CHILE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ARBOL BRICOLAGE S.A.,1.0
2015,CHILE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDICIONES UNIVERSIDAD DE VALPARAISO,1.0
2015,CHILE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDICOLA,2.0
2015,CHILE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA ZIG-ZAG,2.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALQUIMIA EDICIONES,1.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"AROCA PALACIOS, YADYR CRISTINA",1.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"DE SANTOS ARAYA, ANTONIO",2.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"FUGELLIE VUKASOVIC, VICTOR HUGO",1.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"JERALDINO FIGUEROA, JULIO CESAR",1.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARIO BARAHONA SALDIAS - EDICIONES UNA TEMPORADA EN ISLA NEGRA,2.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"MARTINEZ ASTORGA, CONSUELO VALENTINA",1.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PEHUEN EDITORES S.A.,4.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"SANCHEZ SANCHEZ, CARLOS EUGENIO",2.0
2015,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,1.0
2015,CHILE,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,CUADRO DE TIZA EDICIONES LIMITADA,1.0
2015,CHILE,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDICIONES TACITAS,1.0
2015,CHILE,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,TAJAMAR EDITORES LIMITADA,2.0
2015,CHILE,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,UNIVERSITARIA S.A,1.0
2015,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,AMAPOLA EDITORES LIMITADA,1.0
2015,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,CUADRO DE TIZA EDICIONES LIMITADA,1.0
2015,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA ZIG-ZAG,1.0
2015,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL CLAUDIA ANDREA APABLAZA VALENZUELA E.I.R.L. - LOS LIBROS DE LA MUJER ROTA,1.0
2015,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL HUEDERS LIMITADA,1.0
2015,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,LUIS HERNAN ARIAS MANZO - APOSTROPHES EDICIONES,1.0
2015,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,"PEREZ BARRA, CRISTOBAL PATRICIO",1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,3J EDITORES S.A,9.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,2.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,ASOCIACION COLOMBIANA DE LIBREROS INDEPENDIENTES,2.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,BABEL LIBROS S.A.S.,2.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,BIBLIOTECA NACIONAL DE COLOMBIA,3.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,COMERCIALIZADORA CONO SUR LTDA,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,CORPORACION DE ARTE Y POESIA PROMETEO,3.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,CORPORACION OJO DE AGUA,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,DISTRIBUIDORA DE LIBROS HIDALGO LTDA,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"DURAN JAIMES, PEDRO",1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES B,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES MONSERRATE SAS,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL ESCAR S.A.S,5.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL HUELLAS SAS,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL OCEANO,6.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL PISPIRISPIS S.A.S,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,3.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,8.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"FOG CORRADINE, CARLOS",1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"GARAVITO PINZON, JOSE GERMAN / MULTIPAPELES EDITORES",1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,57.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,5.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,LA SILUETA EDICIONES LTDA.,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,LUABOOKS S A S,11.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,MANUVO COLOMBIA SAS,10.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"MONSALVE ACEVEDO, CAROLINA",1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,246.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,108.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,PLAZA & JANES EDITORES,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"QUIROZ DE VARGAS, LUCIA / EXITO EDICIONES",5.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,REY NARANJO EDITORES S.A.S,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,28.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,SIC EDITORIAL LTDA.,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,SIGLO DEL HOMBRE EDITORES LTDA,1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,SOCIEDAD DE SAN PABLO,2.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DE ANTIOQUIA,2.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DE LOS ANDES,5.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"VARGAS RODRIGUEZ, OSCAR HELADIO",1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"VARGAS TOVAR, CATALINA",1.0
2015,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,VOLCAN EDICIONES,1.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,COMERCIALIZADORA CONO SUR LTDA,3.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL ATENEA LTDA.,5.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FUNDACION PARA LA PROMOCION EMPRESARIAL FUNDAPROEMPRESA,1.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO PLANETA,9.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"HERNANDEZ ARBELAEZ, IVAN / FRAILEJON EDITORES",2.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INSTITUTO DISTRITAL DE LAS ARTES,2.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PENGUIN RANDOM HOUSE,55.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"QUIROZ DE VARGAS, LUCIA / EXITO EDICIONES",1.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,REY NARANJO EDITORES S.A.S,1.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIC EDITORIAL LTDA.,3.0
2015,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIGLO DEL HOMBRE EDITORES LTDA,1.0
2015,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,"ALLELEIJN KOHL, JOSE MARTHA",1.0
2015,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDICIONES B,1.0
2015,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,GRUPO PLANETA,5.0
2015,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,"SANCHEZ TRUJILLO, GUILLERMO",2.0
2015,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL ATENEA LTDA.,4.0
2015,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO PLANETA,3.0
2015,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,"HERNANDEZ ARBELAEZ, IVAN / FRAILEJON EDITORES",1.0
