PAIS,ANO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
MÉXICO,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SECRETARIA DE EDUCACION DEL GOBIERNO DEL ESTADO DE MEXICO,1.0
MÉXICO,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TERCER ESCALON,1.0
MÉXICO,2016,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TORRES RIVERA NAHUM MARIO,1.0
MÉXICO,2016,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2.0
MÉXICO,2016,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES DEL LIRIO,1.0
MÉXICO,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES CASTILLO,6.0
MÉXICO,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES EL NARANJO,1.0
MÉXICO,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCA INVENTIA,2.0
MÉXICO,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,2.0
MÉXICO,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,2.0
MÉXICO,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
MÉXICO,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2017,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,WINBOOK,10.0
MÉXICO,2017,ESPAÑOL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL OCEANO,4.0
MÉXICO,2017,ESPAÑOL,840 - LITERATURA DE LAS LENGUAS ROMANCES,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,1.0
MÉXICO,2017,ESPAÑOL,840 - LITERATURA DE LAS LENGUAS ROMANCES,ELEFANTA DEL SUR,1.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALMADIA EDICIONES,1.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALMARAZ MORENO VALENTIN,1.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARLEQUIN EDITORIAL Y SERVICIOS,2.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,1.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DE LA VEGA OVIEDO JOSE FEDERICO,1.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES ANTILOPE,1.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES B,2.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL DE VECCHI,2.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,2.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,1.0
MÉXICO,2017,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE SINALOA,1.0
MÉXICO,2017,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,ELEFANTA DEL SUR,1.0
MÉXICO,2017,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,1.0
MÉXICO,2017,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MONDRAGON MEDINA LUIS JAVIER,1.0
MÉXICO,2017,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,1.0
MÉXICO,2017,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD IBEROAMERICANA,1.0
MÉXICO,2017,MULTILINGÜE,870 - LITERATURAS LATINAS E ITALIANAS,GRUPO EDITORIAL CENZONTLE,1.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,1.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES CASTILLO,3.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES TECOLOTE,1.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL OCEANO,3.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,1.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,2.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,3.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LA CIFRA EDITORIAL,1.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PUERTABIERTA EDITORES,1.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,TRILCE EDICIONES,1.0
MÉXICO,2018,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,VERGARA & RIBA EDITORAS,2.0
MÉXICO,2018,ESPAÑOL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL OCEANO,1.0
MÉXICO,2018,ESPAÑOL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,NUEVA EDITORIAL IZTACCIHUATL,1.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALMADIA EDICIONES,2.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARLEQUIN EDITORIAL Y SERVICIOS,6.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"BACA ESPINOZA, HECTOR USHIYAMA",1.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,1.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES CASTILLO,1.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL Y SERVICIOS EDITORIALES PARAISO PERDIDO,1.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEFANTA DEL SUR,2.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GONZALEZ GARCIA GERARDO,2.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL ENDIRA MEXICO,1.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,7.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO SANTILLANA,1.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"JUS, LIBREROS Y EDITORES",3.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ORBILIBRO EDICIONES,1.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEATRO SIN PAREDES,1.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TERRITORIO POETICO,3.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRILCE EDICIONES,3.0
MÉXICO,2018,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD VERACRUZANA,1.0
MÉXICO,2018,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,EDICIONES EL NARANJO,1.0
MÉXICO,2018,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,ELEFANTA DEL SUR,4.0
MÉXICO,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EL ERRANTE EDITOR,1.0
MÉXICO,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JONES LINAZASORO MONICA,1.0
MÉXICO,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PUERTABIERTA EDITORES,1.0
MÉXICO,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TERRITORIO POETICO,1.0
MÉXICO,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRILCE EDICIONES,1.0
MÉXICO,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE SINALOA,1.0
MÉXICO,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES CASTILLO,5.0
MÉXICO,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCA INVENTIA,2.0
MÉXICO,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,2.0
MÉXICO,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LEETRA FINAL,1.0
MÉXICO,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,VANILLA PLANIFOLIA,1.0
MÉXICO,2019,ESPAÑOL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,NUEVA EDITORIAL IZTACCIHUATL,1.0
MÉXICO,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COLOFON,1.0
MÉXICO,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL Y SERVICIOS EDITORIALES PARAISO PERDIDO,1.0
MÉXICO,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NUEVA EDITORIAL IZTACCIHUATL,1.0
MÉXICO,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,1.0
MÉXICO,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
MÉXICO,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD VERACRUZANA,1.0
MÉXICO,2019,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,ELEFANTA DEL SUR,1.0
MÉXICO,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EL ERRANTE EDITOR,1.0
MÉXICO,2020,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ALMADIA EDICIONES,1.0
MÉXICO,2020,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL CAYUCO,1.0
MÉXICO,2020,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,1.0
MÉXICO,2020,ESPAÑOL,840 - LITERATURA DE LAS LENGUAS ROMANCES,ELEFANTA DEL SUR,1.0
MÉXICO,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALMADIA EDICIONES,3.0
MÉXICO,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"BACA ESPINOZA, HECTOR USHIYAMA",1.0
MÉXICO,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEFANTA DEL SUR,3.0
MÉXICO,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,6.0
MÉXICO,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,3.0
MÉXICO,2020,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
MÉXICO,2020,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,EDICIONES EL NARANJO,1.0
MÉXICO,2020,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,ELEFANTA DEL SUR,1.0
MÉXICO,2020,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,EQUIVALENCIAS ARTISTICAS,1.0
MÉXICO,2020,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2020,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,3.0
MÉXICO,2020,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,ELEFANTA DEL SUR,1.0
MÉXICO,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,COLOFON,1.0
MÉXICO,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES TECOLOTE,1.0
MÉXICO,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,2.0
MÉXICO,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,JUGAR PARA CRECER,6.0
MÉXICO,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RBA EDITORES MEXICO,1.0
MÉXICO,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,SECRETARIA DE EDUCACION PUBLICA,3.0
MÉXICO,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
MÉXICO,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,VR EDITORAS,1.0
MÉXICO,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALMADIA EDICIONES,1.0
MÉXICO,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AQUELARRE EDICIONES,1.0
MÉXICO,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"BACA ESPINOZA, HECTOR USHIYAMA",2.0
MÉXICO,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA ALDO MANUZIO,1.0
MÉXICO,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DE GIOVANNINI SALDIVAR JUAN JOSE,1.0
MÉXICO,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,19.0
MÉXICO,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,2.0
MÉXICO,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TERRITORIO POETICO,3.0
MÉXICO,2021,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2021,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,2.0
MÉXICO,2021,PORTUGUÉS,840 - LITERATURA DE LAS LENGUAS ROMANCES,TEXTOFILIA,1.0
MÉXICO,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,2.0
MÉXICO,2022,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,1.0
MÉXICO,2022,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,2.0
MÉXICO,2022,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,3.0
MÉXICO,2022,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
MÉXICO,2022,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,JUGAR PARA CRECER,1.0
MÉXICO,2022,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,6.0
MÉXICO,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES DEL LIRIO,1.0
MÉXICO,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL OCEANO,1.0
MÉXICO,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,3.0
MÉXICO,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,3.0
MÉXICO,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,HASTINGS GARCIA ISADORA,1.0
MÉXICO,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TERRITORIO POETICO,1.0
MÉXICO,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,1.0
MÉXICO,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TORRES RIVERA NAHUM MARIO,1.0
MÉXICO,2022,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2022,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,ELEFANTA DEL SUR,1.0
MÉXICO,2022,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES EL TUCAN DE VIRGINIA,1.0
MÉXICO,2022,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,1.0
MÉXICO,2022,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,1.0
MÉXICO,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,1.0
MÉXICO,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,1.0
MÉXICO,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,3.0
MÉXICO,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,"MACMILLAN EDUCACION, S.A. DE C.V",2.0
MÉXICO,2023,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALBOROTO EDICIONES,1.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CHORA ARMANDO MIXCOAC,1.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL OCEANO,2.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEFANTA DEL SUR,5.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,11.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,1.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JONES LINAZASORO MONICA,1.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TERRITORIO POETICO,2.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,1.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
MÉXICO,2023,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
MÉXICO,2023,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,ELEFANTA DEL SUR,2.0
MÉXICO,2023,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,TERRITORIO POETICO,1.0
MÉXICO,2023,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,1.0
MÉXICO,2023,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,2.0
MÉXICO,2023,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL HIPERLIBRO,1.0
MÉXICO,2023,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,1.0
MÉXICO,2023,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
MÉXICO,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,1.0
MÉXICO,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,3.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARLEQUIN EDITORIAL Y SERVICIOS,1.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELEFANTA DEL SUR,4.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,8.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL PATRIA,3.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,3.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TALAMAS MONTEMAYOR HUGO CESAR,1.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TERRITORIO POETICO,1.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE GUADALAJARA,2.0
MÉXICO,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,1.0
MÉXICO,2024,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,ELEFANTA DEL SUR,5.0
MÉXICO,2024,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,TERRITORIO POETICO,2.0
MÉXICO,2024,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,2.0
MÉXICO,2024,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TERRITORIO POETICO,1.0
MÉXICO,2024,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD VERACRUZANA,1.0
PANAMÁ,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LEXUS EDITORES,1.0
PANAMÁ,2021,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PIGGY PRESS,3.0
PARAGUAY,2011,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CENTRO DE ESTUDIOS ANTROPOLOGICOS DE LA UNIVERSIDAD CATOLICA (CEADUC),1.0
PARAGUAY,2019,ESPAÑOL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,PIALC EDITORIAL,1.0
PARAGUAY,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES DE LA URA,1.0
PARAGUAY,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL ATLAS PY,8.0
PARAGUAY,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ROSALBA,1.0
PERÚ,2010,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,BORRADOR EDITORES S.A.C.,1.0
PERÚ,2011,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,BORRADOR EDITORES S.A.C.,1.0
PERÚ,2012,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,COLMENA EDITORES S.A.C.,1.0
PERÚ,2012,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,COLMENA EDITORES S.A.C.,1.0
PERÚ,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,11.0
PERÚ,2013,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EMPRESARIAL AMOTAPE S.A.C.,3.0
PERÚ,2013,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"ROJAS LOPEZ, BERTHA",1.0
PERÚ,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,1.0
PERÚ,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL NORMA,3.0
PERÚ,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EMPRESARIAL AMOTAPE S.A.C.,1.0
PERÚ,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,1.0
PERÚ,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,2.0
PERÚ,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,AEROLINEAS EDITORIALES S.A.C.,1.0
PERÚ,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
PERÚ,2015,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PASACALLE E.I.R.L.,1.0
